hotel_id,room_id,name,amenities
B-73852,RB-17269,Double Room,
B-50488,RB-94800,"Premium Suite, 1 Double or 1 King, City View",
B-31318,RB-37772,"Deluxe, City View","Wireless internet access|Shampoo|Slippers|Private bathroom|Hair dryer|Cookware, dishware, and utensils|Flat-panel TV|Cable TV service|Desk|No rollaway/extra beds|No cribs (infant beds)|WiFi speed - 25+ Mbps|Towels provided|Soap|Toilet paper|Shower only|Wireless internet access|Shampoo|Smoking|Television|Change of bed sheets (on request)|Laptop-friendly workspace|In-room climate control (air conditioning)|Wardrobe or closet|Coffee/tea maker|Daily housekeeping|Free WiFi|Change of towels (on request)|Slippers|Private bathroom|Hair dryer|Cookware, dishware, and utensils|Flat-panel TV|Cable TV service|Smoking|Television|Change of bed sheets (on request)|Laptop-friendly workspace|In-room climate control (air conditioning)|Wardrobe or closet|Coffee/tea maker|Daily housekeeping|Free WiFi|Change of towels (on request)|Desk|No rollaway/extra beds|No cribs (infant beds)|WiFi speed - 25+ Mbps|Towels provided|Soap|Toilet paper|Shower only"
B-49602,RB-94217,Standard Room,Air conditioning|Attached washroom|Blanket|Air conditioning|Attached washroom|Blanket
B-49619,RB-71054,"Superior, Double or Twin, 1 Bedroom",
B-23899,RB-68345,"Premier Executive, Twin",Concierge desk|Accessible by elevator|Air conditioning|TV|Adapter|LAN Internet access|Desk|Clothes rack|Mirror|Linens|Low floor|Flat-screen TV|Fire extinguisher|Wardrobe/closet|Smoke detector|Ironing facilities|Toiletries|Charging points|Blackout curtains|Concierge desk|Accessible by elevator|Air conditioning|TV|Adapter|Tea/coffee maker|Shower|Upper floors accessible by stairs only|Private bathroom|Hairdryer|Telephone|Sofa|Top floor|Satellite channels|First aid kit|LAN Internet access|Desk|Clothes rack|Mirror|Linens|Flat-screen TV|Wardrobe/closet|Ironing facilities|Charging points|Tea/coffee maker|Shower|Upper floors accessible by stairs only|Private bathroom|Hairdryer|Telephone|Sofa|Top floor|Satellite channels|First aid kit|Low floor|Fire extinguisher|Smoke detector|Toiletries|Blackout curtains
B-48980,RB-35912,Run of House,
B-78220,RB-40424,"Standard, Double",Room service|Shower|TV|WiFi access|Blackout curtains|Charging points|Clothes rack|Hangers|Housekeeping|Mirror|Blackout curtains|Charging points|Clothes rack|Hangers|Housekeeping|Mirror|Air conditioning|Attached washroom|Blanket|Water bottle|Air conditioning|Attached washroom|Blanket|Water bottle|Desk|Fan|Room service|Shower|TV|WiFi access|Desk|Fan
B-72236,RB-62750,Standard Room,Restaurant dining guide|Towels provided|Non-Smoking|Soap|Local maps|Toilet paper|Shower only|Wireless internet access|Shampoo|Laptop-friendly workspace|Laptop-friendly workspace|Slippers|Slippers|In-room climate control (air conditioning)|In-room climate control (air conditioning)|Private bathroom|Private bathroom|Wardrobe or closet|Wardrobe or closet|Free toiletries|Free toiletries|Daily housekeeping|Daily housekeeping|Free WiFi|Free WiFi|Iron/ironing board|Iron/ironing board|Desk|WiFi speed - 25+ Mbps|Restaurant dining guide|Towels provided|Non-Smoking|Soap|Local maps|Toilet paper|Shower only|Wireless internet access|Shampoo|Desk|Flat-panel TV|Flat-panel TV|WiFi speed - 25+ Mbps
B-97483,RB-89697,"Luxury, Double, Garden View",
B-04478,RB-82447,Luxury Tent,
B-46309,RB-15210,"Superior, 1 Bed",
B-17889,RB-49672,"Suite, 1 Double or 1 King",
B-98441,RB-70362,King Room,Number of bedrooms|Extra beds on demand|Alarm clock|Cot on demand|Wi-fi|Room Size 32 sqm|Satellite TV|Toiletries|Telephone in the bathroom|Bathroom|Hairdryer|Radio|Internet access|Minibar|Tea and coffee making facilities|Centrally regulated air conditioning|Safe|Living room|Wheelchair-accessible|King-size bed 150-183 width|Disability-friendly bathroom
B-17373,RB-02627,"Deluxe, King or 1 Twin",
B-58886,RB-19102,Deluxe,WiFi speed - 25+ Mbps|Towels provided|Bedsheets provided|Non-Smoking|Fan|Toilet paper|Shower only|Wireless internet access|Premium bedding|Egyptian-cotton sheets|TV size measurement: inch|TV size measurement: inch|Private bathroom|Private bathroom|Wardrobe or closet|Wardrobe or closet|Free toiletries|Free toiletries|Daily housekeeping|Daily housekeeping|Air conditioning|Air conditioning|TV size: 32|TV size: 32|Free WiFi|Free WiFi|Iron/ironing board|LCD TV|WiFi speed - 25+ Mbps|Towels provided|Bedsheets provided|Non-Smoking|Fan|Toilet paper|Shower only|Wireless internet access|Premium bedding|Egyptian-cotton sheets|Iron/ironing board|LCD TV|Cable TV service|Cable TV service|Free bottled water|Free bottled water
B-69283,RB-39168,"Executive, Single",
B-91750,RB-67081,Deluxe,Wireless internet access|Shampoo|No cribs (infant beds)|Private bathroom|Shampoo|No cribs (infant beds)|Private bathroom|Towels provided|Bathtub or shower|Daily housekeeping|Air conditioning|Free WiFi|Smoking|Soap|Towels provided|Bathtub or shower|Daily housekeeping|Air conditioning|Free WiFi|Smoking|Soap|Toilet paper|No rollaway/extra beds|Wireless internet access|Toilet paper|No rollaway/extra beds
B-32780,RB-16910,"Standard, City View",Bedsheets provided|Television|Smoking and Non-Smoking|Shower only|TV size measurement: inch|Private bathroom|Free toiletries|Coffee/tea maker|Daily housekeeping|Air conditioning|Daily housekeeping|Free WiFi|Air conditioning|Rollaway/extra beds (surcharge)|Free WiFi|In-room safe|Rollaway/extra beds (surcharge)|Desk|In-room safe|Flat-panel TV|Desk|Cable TV service|Flat-panel TV|Free bottled water|Cable TV service|Room service (limited hours)|Free bottled water|Room service (limited hours)|Towels provided|Hair dryer (on request)|Bedsheets provided|Television|Smoking and Non-Smoking|Shower only|TV size measurement: inch|Private bathroom|Free toiletries|Coffee/tea maker|Towels provided|Hair dryer (on request)
B-74367,RB-53295,"Deluxe, Queen, City View",
B-45243,RB-51825,Run of House,
B-52085,RB-40988,"Standard, Double or Twin",
B-74361,RB-51595,Superior Double Room,Lockers|Shampoo|Shower|Toilet with grab rails|Towels|TV|View|Air conditioning|Baby safety gates|Bidet|Child safety socket covers|Cleaning products|Conditioner|Desk|Dressing room|Entire unit wheelchair accessible|Fan|Ironing facilities
B-94324,RB-23402,"Superior Apartment, 1 Queen and 1 Sofa Bed, Garden View, Kitchenette","Window screens|Laundry detergent|Electrical adapters/chargers|Blackout drapes/curtains|Refrigerator|Wardrobe or closet|Number of days between towel changes: 2|Daily housekeeping|Number of days between bed sheet changes: 2|Free WiFi|Electrical adapters/chargers|Kitchenette|Blackout drapes/curtains|WiFi speed - 100+ Mbps (good for 1–2 people or up to 6 devices)|Refrigerator|Restaurant dining guide|Wardrobe or closet|Towels provided|Number of days between towel changes: 2|Soap|Daily housekeeping|Toilet paper|Number of days between bed sheet changes: 2|Free WiFi|Kitchenette|WiFi speed - 100+ Mbps (good for 1–2 people or up to 6 devices)|Non-Smoking|Television|Local maps|Turndown service|Iron/ironing board (on request)|Guidebooks or recommendations|Soundproofed rooms|Laptop-friendly workspace|Window screens|Laundry detergent|Shower only|Wireless internet access|Shampoo|Stovetop|Restaurant dining guide|Private bathroom|Towels provided|In-room safe|Soap|Cookware, dishware, and utensils|Toilet paper|Separate sitting area|Shower only|Microwave|Wireless internet access|Cable TV service|Shampoo|Stovetop|Private bathroom|In-room safe|Balcony or patio|Oven|Cookware, dishware, and utensils|Separate sitting area|Microwave|Cable TV service|Balcony or patio|Oven|Non-Smoking|Television|Local maps|Turndown service|Iron/ironing board (on request)|Guidebooks or recommendations|Soundproofed rooms|Laptop-friendly workspace"
B-65535,RB-00205,Run of House,
B-05016,RB-16926,"Classic, Triple",
B-01798,RB-69890,Run of House,
B-67666,RB-37711,"Club, Single",
B-49056,RB-56327,"Business, 1 Bed",
B-01603,RB-52366,"Deluxe, 2 Twin",No rollaway/extra beds|Cable TV service|Room service (limited hours)|Free bottled water|Towels provided|No rollaway/extra beds|Hair dryer (on request)|Room service (limited hours)|Bedsheets provided|Smoking and Non-Smoking|Shower only|Premium bedding|Electric kettle|Iron/ironing board (on request)|Private bathroom|Microwave (on request)|Refrigerator|In-room climate control (air conditioning)|Coffee/tea maker|Private bathroom|Wheelchair accessible|Refrigerator|Ceiling fan|Coffee/tea maker|Daily housekeeping|Wheelchair accessible|Free WiFi|Ceiling fan|In-room safe|Daily housekeeping|Desk|Flat-panel TV|Towels provided|Hair dryer (on request)|Bedsheets provided|Smoking and Non-Smoking|Shower only|Premium bedding|Electric kettle|Iron/ironing board (on request)|Microwave (on request)|In-room climate control (air conditioning)|Free WiFi|In-room safe|Cable TV service|Desk|Free bottled water|Flat-panel TV
B-61767,RB-51739,"Standard, No Air Conditioner",
B-44099,RB-86433,Run of House,
B-86855,RB-90036,Suite,Number of bedrooms|Number of bedrooms
B-07169,RB-45281,Studio,Blanket|Water bottle|Desk|WiFi access|Ironing facilities|Laundry|Shower|Smoking policy – smoking available|Housekeeping|Sanitizers|Housekeeping|Cushions|Sanitizers|Shower cap|Cushions|Towels|Shower cap|Coffee machine|Towels|Charging points|Coffee machine|Trash can|Charging points|Wardrobe/closet|Trash can|Dental kit|Wardrobe/closet|Dental kit|Air conditioning|Attached washroom|Blanket|Water bottle|Desk|WiFi access|Ironing facilities|Laundry|Shower|Smoking policy – smoking available|Air conditioning|Attached washroom
B-21630,RB-46602,Run of House,
B-21871,RB-04190,"Premium Suite, 1 Double or 1 King, 1 Bedroom, Kitchen, Club Lounge Access",
B-37570,RB-24197,Run of House,
B-91976,RB-57044,"Deluxe, Balcony",Number of bedrooms|220V power supply|Wheelchair-accessible|Wi-fi|Bathroom|Room Size 22 sqm|Double bed 131-150 width
B-99957,RB-52836,Run of House,
B-67864,RB-18879,"Suite, 1 Bedroom",
B-60436,RB-85767,"Premium, 2 Twin",
B-21046,RB-39627,"Queen Room, Balcony, Club Lounge Access",
B-80929,RB-38448,"Superior, Twin",
B-56347,RB-23413,"Business, 2 Twin",Towels provided|Bedsheets provided|Television|Smoking and Non-Smoking|LED TV|Shower only|TV size measurement: inch|Private bathroom|Minibar|Daily housekeeping|Air conditioning|Air conditioning|TV size: 32|TV size: 32|Free WiFi|Free WiFi|Individually furnished|Individually furnished|In-room safe|In-room safe|Phone|Phone|Desk|Desk|Cable TV service|Cable TV service|Free bottled water|No rollaway/extra beds|Towels provided|Bedsheets provided|Television|Smoking and Non-Smoking|LED TV|Shower only|TV size measurement: inch|Private bathroom|Minibar|Daily housekeeping|Free bottled water|No rollaway/extra beds|No cribs (infant beds)|No cribs (infant beds)|Room service (limited hours)|Room service (limited hours)
B-12625,RB-97674,Studio,"Kitchenette|Phone|Desk|Free local calls|No cribs (infant beds)|WiFi speed - 50+ Mbps|Towels provided|Bedsheets provided|Wireless internet access|TV size measurement: inch|Daily housekeeping|Stovetop|Number of days between bed sheet changes: 2|Private bathroom|Free WiFi|Air conditioning|Kitchenette|TV size: 32|Phone|Rollaway/extra beds (surcharge)|Desk|Cookware, dishware, and utensils|Free local calls|No cribs (infant beds)|WiFi speed - 50+ Mbps|Towels provided|Non-Smoking|Television|Electric kettle|Iron/ironing board (on request)|Smart TV|Separate dining area|Refrigerator|Wardrobe or closet|Number of days between towel changes: 2|Ceiling fan|Microwave|Cable TV service|Bedsheets provided|Wireless internet access|TV size measurement: inch|Stovetop|Private bathroom|Air conditioning|TV size: 32|Rollaway/extra beds (surcharge)|Cookware, dishware, and utensils|Microwave|Cable TV service|Non-Smoking|Television|Electric kettle|Iron/ironing board (on request)|Smart TV|Separate dining area|Refrigerator|Wardrobe or closet|Number of days between towel changes: 2|Ceiling fan|Daily housekeeping|Number of days between bed sheet changes: 2|Free WiFi"
B-80929,RB-18128,"Superior Guest Room, King, City View",Hairdryer|Geyser|Cable channels|Duvet|Safe|Laundry|Feather pillow|Mirror|Tea/coffee maker|Water bottle|Air conditioning|Slippers|Private bathroom|Minibar
B-21871,RB-15153,"Guest Room, Twin, Kitchenette, Bathtub",
B-99811,RB-41434,"Twin Room, City View, Balcony","Oven|Free bottled water|Smoking|Oven|Tile flooring in room|Digital TV service|Premium bedding|Electric kettle|Change of bed sheets (on request)|Laptop-friendly workspace|Smart TV|Blackout drapes/curtains|Wardrobe or closet|Refrigerator|Free WiFi|Wardrobe or closet|Change of towels (on request)|Free WiFi|Individually furnished|Change of towels (on request)|Bidet|Individually furnished|Hypo-allergenic bedding available|Bidet|Kitchenette|Desk|Designer toiletries|Balcony|Smoking|Tile flooring in room|Digital TV service|Premium bedding|Electric kettle|Change of bed sheets (on request)|Laptop-friendly workspace|Smart TV|Blackout drapes/curtains|Refrigerator|Hypo-allergenic bedding available|Kitchenette|Desk|Designer toiletries|Cleaning supplies|Balcony|WiFi speed - 250+ Mbps (good for 3–5 people or up to 10 devices)|Cleaning supplies|Towels provided|WiFi speed - 250+ Mbps (good for 3–5 people or up to 10 devices)|Hair dryer (on request)|Towels provided|Eco-friendly cleaning products provided|Hair dryer (on request)|Soap|Eco-friendly cleaning products provided|Doorbell/telephone notification|Shower only|Wireless internet access|Shampoo|Soap|Doorbell/telephone notification|Shower only|Wireless internet access|Lever door handles|Shampoo|Toothbrush and toothpaste available on request|Lever door handles|Rice cooker|Toothbrush and toothpaste available on request|TV size measurement: inch|Rice cooker|Private bathroom|TV size measurement: inch|Free toiletries|Private bathroom|TV size: 32|Iron/ironing board|Free tea bags/instant coffee|Housekeeping on request|Free toiletries|TV size: 32|Iron/ironing board|Free tea bags/instant coffee|Rainfall showerhead|Housekeeping on request|Cookware, dishware, and utensils|Rainfall showerhead|Microwave|Cookware, dishware, and utensils|Free bottled water|Microwave"
B-34186,RB-39692,"Deluxe, City View",
B-31653,RB-60387,"Wooden Cottage, Balcony",
B-39370,RB-75328,"Budget, Triple",
B-96827,RB-98774,"Deluxe, King or Twin",Trash can|Slippers|Tea/coffee maker|Shower|Hairdryer|Telephone|Satellite channels|Smoking policy – non-smoking available|Fire extinguisher|Smoke detector|Clothes rack|Sewing kit|Hangers|Toiletries|Housekeeping|Fan|Mirror|Water bottle|Cushions|Air conditioning|Geyser|TV|Towels|Water bottle|Electric kettle|Room service|Air conditioning|Attached washroom|Blanket|Desk|Toiletries|Ironing facilities|Laundry|Safe|Shower|TV|Towels|LAN Internet access|Desk|Electric kettle|WiFi access|Mirror|Blackout curtains|Linens|Charging points|Flat-screen TV|Wardrobe/closet|Wardrobe/closet|Non-feather pillow|Ironing facilities|Body soap|Trash can|Conditioner|Dental kit|Shampoo|Shower cap|Toilet with grab rails|Toilet paper|Flat-screen TV|Satellite channels|Tea/coffee maker|Linens|Wake up service|Duvet|Feather pillow|Bidet|Hairdryer|Private bathroom|Cable channels|Alarm clock
B-45453,RB-38160,Run of House,
B-29999,RB-24794,"Deluxe, King, City View",
B-03942,RB-31183,Run of House,
B-92204,RB-78080,"Superior Suite Executive, 2 Bedroom",
B-86125,RB-85625,Run of House,
B-55623,RB-56161,"Studio, Queen, Accessible",Laptop-friendly workspace|In-room climate control (air conditioning)|Wardrobe or closet|Coffee/tea maker|Daily housekeeping|Number of days between bed sheet changes: 2|Free WiFi|Change of towels (on request)|Phone|Desk|Daily housekeeping|Towels provided|Number of days between bed sheet changes: 2|Bedsheets provided|Free WiFi|Day bed|Change of towels (on request)|Soap|Phone|Toothbrush and toothpaste available|Desk|Toilet paper|Towels provided|Bedsheets provided|Day bed|Soap|Smooth flooring in room|Shared accommodations|Non-Smoking|Television|Desk chair|Soundproofed rooms|Laptop-friendly workspace|In-room climate control (air conditioning)|Wardrobe or closet|Coffee/tea maker|Shower only|Shampoo|TV size measurement: inch|Private bathroom|Toothbrush and toothpaste available|Free toiletries|Toilet paper|Wheelchair accessible|Shower only|Hair dryer|Shampoo|Iron/ironing board|TV size measurement: inch|Rollaway/extra beds (surcharge)|Private bathroom|In-room safe|Free toiletries|Wheelchair accessible|Hair dryer|Iron/ironing board|Room service (24 hours)|Flat-panel TV|Cable TV service|Free bottled water|Rollaway/extra beds (surcharge)|Free newspaper|In-room safe|Room and bed type depend on availability check-in|Room service (24 hours)|Flat-panel TV|Cable TV service|Free bottled water|Free newspaper|Room and bed type depend on availability check-in|Smooth flooring in room|Shared accommodations|Non-Smoking|Television|Desk chair|Soundproofed rooms
B-65867,RB-28961,Deluxe,
B-28804,RB-54720,Run of House,
B-78513,RB-29959,"Comfort, Triple",Video|Trash can|Wardrobe/closet|Dental kit|Trash can|Wardrobe/closet|Dental kit|Conditioner|Desk|Fan|Shampoo|Shower|Sofa|Sofa bed|Conditioner|Desk|Fan|Shampoo|Shower|Sofa|Sofa bed|Towels|TV|Video|Towels|TV
B-15381,RB-13938,Suite Royal,
B-71718,RB-58062,"Room, Single Use",
B-13456,RB-27272,Run of House,
B-52283,RB-80702,Run of House,
B-80732,RB-51259,"Club, 1 Bed",
B-09491,RB-46071,Deluxe,Air conditioning|Attached washroom|Blanket|Water bottle|Desk|Electric kettle|Fan|Toiletries|Laundry|Room service|Safe|Safe|Shower|Shower|TV|TV|WiFi access|WiFi access|Blackout curtains|Blackout curtains|Charging points|Charging points|Clothes rack|Clothes rack|Hangers|Hangers|Housekeeping|Mirror|Air conditioning|Attached washroom|Blanket|Water bottle|Desk|Electric kettle|Fan|Toiletries|Laundry|Room service|Housekeeping|Mirror|Trash can|Trash can|Wardrobe/closet|Wardrobe/closet
B-74367,RB-34496,"Deluxe, Double or Queen, City View",
B-28037,RB-06317,Run of House,
B-70630,RB-39870,"Standard, Double, City View",
B-82837,RB-49607,Run of House,
B-26785,RB-68787,"Double Room, Single Use",
B-19124,RB-37180,"Executive, King, Bathtub",
B-77905,RB-18586,Deluxe,Charging points|Housekeeping|Mirror|Sanitizers|Trash can|Dustbin|Toilet paper|Towels|Sanitizers|Trash can|Dustbin|Toilet paper|Towels|Air conditioning|Attached washroom|Blanket|TV|Toiletries|Air conditioning|Attached washroom|Blanket|TV|Toiletries|Water bottle|WiFi access|Charging points|Housekeeping|Mirror|Water bottle|WiFi access
B-08998,RB-34539,"Superior, 2 Twin, City View",
B-23652,RB-24041,"Horizon Bungalow Club, Twin, Horizon View",
B-79806,RB-81230,Deluxe Executive,
B-33497,RB-68893,Run of House,
B-92204,RB-68440,Superior Suite Executive,
B-27360,RB-09792,"Club, Queen",
B-97483,RB-79618,"Club, Single Use, Balcony/Terrace",
B-19124,RB-28768,"Deluxe, King, Garden View",
B-25631,RB-22696,Superior,
B-46309,RB-61846,"Superior, Single Use",
B-40114,RB-34028,"Deluxe, Balcony",Dustbin|Toilet paper|Towels|Dining area|Kitchen|Kitchenette|Kitchenware|Microwave|Oven|Stovetop|Clothes rack|Tea/coffee maker|Mirror|Toaster|Sanitizers|Linens|Trash can|Wake up service|Wardrobe/closet|Dustbin|Toilet paper|Towels|Dining area|Kitchen|Air conditioning|Attached washroom|Blanket|Desk|Fan|TV|Toiletries|Water bottle|WiFi access|Charging points|Kitchenette|Kitchenware|Microwave|Oven|Stovetop|Tea/coffee maker|Toaster|Linens|Wake up service|Air conditioning|Attached washroom|Blanket|Desk|Fan|TV|Toiletries|Water bottle|WiFi access|Charging points|Clothes rack|Mirror|Sanitizers|Trash can|Wardrobe/closet
B-51104,RB-90470,Run of House,
B-85173,RB-32191,Run of House,
B-50606,RB-37127,"Towers Suite Luxury Club, 1 Bedroom, Pool View, Club Lounge Access",
B-04926,RB-96115,Suite Family,Trash can
B-70630,RB-11960,"Double Room, View, Balcony/Terrace",
B-01324,RB-48577,Run of House,
B-50744,RB-68157,Run of House,
B-80661,RB-28702,"Deluxe, 2 Twin",Television|Shower only|Limited housekeeping|In-room climate control (air conditioning)|Private bathroom|Free toiletries|Daily housekeeping|Free WiFi|Rollaway/extra beds (surcharge)|Phone|Free WiFi|Desk|Rollaway/extra beds (surcharge)|Cable TV service|Phone|Free bottled water|Desk|No cribs (infant beds)|Cable TV service|Housekeeping - once per stay|Free bottled water|Room service (limited hours)|No cribs (infant beds)|Housekeeping - once per stay|Room service (limited hours)|Towels provided|Towels provided|Bedsheets provided|Non-Smoking|Television|Shower only|Limited housekeeping|In-room climate control (air conditioning)|Private bathroom|Free toiletries|Daily housekeeping|Bedsheets provided|Non-Smoking
B-85109,RB-47139,"Deluxe, King",Premium bedding|Electric kettle|Iron/ironing board (on request)|Soundproofed rooms|Window screens|Smart TV|Electrical adapters/chargers|Separate dining area|Free wired internet|Number of days between towel changes: 2|Smart TV|Ceiling fan|Electrical adapters/chargers|Number of days between bed sheet changes: 2|Separate dining area|Free WiFi|Free wired internet|Phone|Number of days between towel changes: 2|No rollaway/extra beds|Ceiling fan|No cribs (infant beds)|Number of days between bed sheet changes: 2|Free WiFi|Phone|No rollaway/extra beds|Non-Smoking|Television|Desk chair|Sleep Number by Select Comfort mattress|Turndown service|Premium bedding|Electric kettle|Iron/ironing board (on request)|Soundproofed rooms|Window screens|WiFi speed - 100+ Mbps (good for 1–2 people or up to 6 devices)|Restaurant dining guide|Towels provided|Premium TV channels|No cribs (infant beds)|Bedsheets provided|WiFi speed - 100+ Mbps (good for 1–2 people or up to 6 devices)|Toothbrush and toothpaste available|Restaurant dining guide|Shower only|Towels provided|Wireless internet access|Premium TV channels|TV size measurement: inch|Bedsheets provided|Slippers|Toothbrush and toothpaste available|Shower only|Wireless internet access|TV size measurement: inch|Private bathroom|Wheelchair accessible|Air conditioning|TV size: 32|Slippers|Free tea bags/instant coffee|Private bathroom|Housekeeping on request|Wheelchair accessible|Cable TV service|Air conditioning|Free bottled water|TV size: 32|Free tea bags/instant coffee|Housekeeping on request|Cable TV service|Free bottled water|Non-Smoking|Television|Desk chair|Sleep Number by Select Comfort mattress|Turndown service
B-13716,RB-85805,Executive Suite,No cribs (infant beds)|Balcony|Towels provided|Bedsheets provided|Shower only|Private bathroom|Washer/dryer|Free toiletries|Iron/ironing board|Separate sitting area|Access via exterior corridors|LCD TV|Phone|Cable TV service|Desk|Free bottled water|Free local calls|Free newspaper|No cribs (infant beds)|Room service (limited hours)|Balcony|Free long-distance calls|Towels provided|Bedsheets provided|Shower only|Private bathroom|Non-Smoking|Soundproofed rooms|Laptop-friendly workspace|Window screens|In-room climate control (air conditioning)|Electrical adapters/chargers|Ceiling fan|Daily housekeeping|Free WiFi|Individually furnished|Washer/dryer|Free toiletries|Iron/ironing board|Separate sitting area|LCD TV|Cable TV service|Free bottled water|Free newspaper|Room service (limited hours)|Free long-distance calls|Non-Smoking|Soundproofed rooms|Laptop-friendly workspace|Window screens|In-room climate control (air conditioning)|Electrical adapters/chargers|Ceiling fan|Daily housekeeping|Free WiFi|Individually furnished|Access via exterior corridors|Phone|Desk|Free local calls
B-60694,RB-61843,Deluxe Family,
B-28544,RB-78425,"Deluxe, Single",Non-Smoking|Premium bedding|Pillow menu|Egyptian-cotton sheets|Pillowtop mattress|Soundproofed rooms|Laptop-friendly workspace|Slippers|Wardrobe or closet|Down comforter|Down comforter|Free toiletries|Free toiletries|Hair dryer|Hair dryer|Daily housekeeping|Daily housekeeping|Air conditioning|Air conditioning|Free WiFi|Free WiFi|Iron/ironing board|Iron/ironing board|Fireplace|Fireplace|Flat-panel TV|Flat-panel TV|No rollaway/extra beds|Bedsheets provided|Non-Smoking|Premium bedding|Pillow menu|Egyptian-cotton sheets|Pillowtop mattress|Soundproofed rooms|Laptop-friendly workspace|Slippers|Wardrobe or closet|No rollaway/extra beds|No cribs (infant beds)|No cribs (infant beds)|Bedsheets provided
B-79704,RB-41256,Deluxe,Shower only|TV size measurement: inch|Private bathroom|Free toiletries|TV size: 32|In-room safe|Separate sitting area|Room service (24 hours)|Cable TV service|Free bottled water|Phone|Desk|No rollaway/extra beds|Towels provided|Bedsheets provided|Connecting/adjoining rooms available|LED TV|Shower only|TV size measurement: inch|Private bathroom|Smoking|Television|Iron/ironing board (on request)|In-room climate control (air conditioning)|Blackout drapes/curtains|Minibar|Coffee/tea maker|Ceiling fan|Daily housekeeping|Free WiFi|Free toiletries|TV size: 32|In-room safe|Separate sitting area|Room service (24 hours)|Cable TV service|Free bottled water|Smoking|Television|Iron/ironing board (on request)|In-room climate control (air conditioning)|Blackout drapes/curtains|Minibar|Coffee/tea maker|Ceiling fan|Daily housekeeping|Free WiFi|Phone|Desk|No rollaway/extra beds|Towels provided|Bedsheets provided|Connecting/adjoining rooms available|LED TV
B-15381,RB-13463,"Executive, City View",
B-67605,RB-59442,Business Double Room,
B-64862,RB-61037,Deluxe,Fan|Charging points|Trash can|Dressing room|Air conditioning|Towels|Private bathroom|Free WiFi|Telephone|Desk|Clothes rack|Satellite channels|Mirror|Wardrobe/closet|Toiletries
B-97483,RB-53143,Club,
B-78009,RB-71745,"Suite, King",
B-49008,RB-78904,"Standard, Single",private-bathroom
B-53211,RB-91265,Superior,WiFi access|Desk|Trash can|Air conditioning|Attached washroom|Blanket|Water bottle|WiFi access|Desk|Trash can|Air conditioning|Attached washroom|Blanket|Water bottle
B-62552,RB-98531,Royal,
B-17889,RB-05856,"Premier, Double or King",
B-69845,RB-69722,Run of House,
B-67705,RB-38338,"Suite, 1 Bedroom, Balcony, Kitchenette, Lounge Access",Lounge
B-96586,RB-12348,"Room - 2 Bed, Single Use",
B-22006,RB-07483,"Dormitory, 4 Bed, Male Only",Charging points|Charging points
B-41052,RB-64414,Premier Double Room,
B-36589,RB-27267,"King Room, City View, Club Lounge Access",
B-70883,RB-88683,"Deluxe, 1 Bed, Single Use",
B-09597,RB-26610,"Standard, Double",Blanket|Desk|Fan|TV|Toiletries|Water bottle|WiFi access|Charging points|Clothes rack|Housekeeping|Clothes rack|Mirror|Housekeeping|Sanitizers|Mirror|Trash can|Sanitizers|Wardrobe/closet|Trash can|Work Desk|Wardrobe/closet|Dustbin|Work Desk|Toilet paper|Dustbin|Towels|Toilet paper|Towels|Air conditioning|Attached washroom|Blanket|Desk|Fan|TV|Toiletries|Water bottle|WiFi access|Charging points|Air conditioning|Attached washroom
B-38139,RB-24401,"Superior, King",Internet|Minibar|Refrigerator|RoomService|Television
B-90289,RB-36805,Junior Suite Luxury,
B-46582,RB-68683,"Presidential Suite, 2 Bedroom, Terrace, Kitchenette",
B-36260,RB-96185,"Executive Studio, Double",
B-66507,RB-63089,Royal Deluxe,Attached washroom|Blanket|Water bottle|Fan|Room service|TV|WiFi access|Trash can
B-12866,RB-69402,Run of House,
B-64567,RB-22762,"Standard, Single Use",
B-29646,RB-55490,"Deluxe Mini, 2 Twin",
B-94519,RB-40264,King Room,Ironing facilities|Accessible by elevator|Upper floors accessible by stairs only|Smoke detector|Charging points|Tea/coffee maker|Dining table|Water bottle|Desk|Sofa|Trash can|Wardrobe/closet|Clothes rack|Dressing room|Ironing facilities|Electric kettle|Mirror|Private bathroom|Toiletries|Towels|Satellite channels|Telephone|Air conditioning|Fan|Linens|Accessible by elevator|Upper floors accessible by stairs only|Smoke detector|Charging points|Electric kettle|Mirror|Private bathroom|Toiletries|Towels|Satellite channels|Telephone|Air conditioning|Fan|Linens|Tea/coffee maker|Dining table|Water bottle|Electric kettle|Desk|Sofa|Trash can|Wardrobe/closet|Clothes rack|Dressing room
B-26323,RB-20230,"Standard, Single",
B-37022,RB-70225,Run of House,
B-37196,RB-92417,"Deluxe, 2 Bed, Single Use",
B-71615,RB-09466,"Junior Suite, Kitchenette, Club Lounge Access, Bathtub",Lounge
B-19124,RB-91950,"Superior, Double or King",
B-51401,RB-28977,Run of House,
B-44517,RB-33886,"Standard, Double, No Air Conditioner",Desk|Wardrobe/closet
B-36260,RB-30484,"Superior, Single, City View",
