hotel_id,room_id,name,amenities
B-48621,RB-35289,"Deluxe, Double or Twin, City View",Number of days between towel changes: 2|Daily housekeeping|Number of days between bed sheet changes: 2|Free WiFi|Desk|WiFi speed - 50+ Mbps|Restaurant dining guide|Towels provided|Soap|Toilet paper|Wardrobe or closet|Shower only|Number of days between towel changes: 2|Wireless internet access|Daily housekeeping|Shampoo|Number of days between bed sheet changes: 2|Slippers|Free WiFi|Private bathroom|Phone|Air conditioning|Desk|WiFi speed - 50+ Mbps|Restaurant dining guide|Towels provided|Smoking|Television|Turndown service|Satellite TV service|Guidebooks or recommendations|Soundproofed rooms|Laptop-friendly workspace|Window screens|Electrical adapters/chargers|Blackout drapes/curtains|Iron/ironing board|Separate sitting area|Flat-panel TV|Cable TV service|Soap|Meal delivery service available|Toilet paper|Shower only|Wireless internet access|Shampoo|Slippers|Private bathroom|Air conditioning|Iron/ironing board|Separate sitting area|Flat-panel TV|Cable TV service|Meal delivery service available|Smoking|Television|Turndown service|Satellite TV service|Guidebooks or recommendations|Soundproofed rooms|Laptop-friendly workspace|Window screens|Electrical adapters/chargers|Blackout drapes/curtains|Wardrobe or closet
B-67666,RB-88963,"Signature, Twin",
B-97483,RB-64988,"Standard, Double, Club Lounge Access",
B-40473,RB-65101,"Executive, Single",Tile flooring in room|Wireless internet access|Soundproofed rooms|Shared bathroom with sink in room|Wardrobe or closet|Free toiletries|Number of days between towel changes: 2|Daily housekeeping|Air conditioning|Number of days between bed sheet changes: 2|Daily housekeeping|Individually decorated|Air conditioning|Free WiFi|Number of days between bed sheet changes: 2|Individually furnished|Individually decorated|Flat-panel TV|Free WiFi|No rollaway/extra beds|Individually furnished|No cribs (infant beds)|Flat-panel TV|No rollaway/extra beds|No cribs (infant beds)|WiFi speed - 100+ Mbps (good for 1–2 people or up to 6 devices)|WiFi speed - 100+ Mbps (good for 1–2 people or up to 6 devices)|Non-Smoking|Television|Tile flooring in room|Wireless internet access|Soundproofed rooms|Shared bathroom with sink in room|Wardrobe or closet|Free toiletries|Number of days between towel changes: 2|Non-Smoking|Television
B-28064,RB-68850,Executive Suite,Non-feather pillow|Bidet|Body soap|Conditioner|Dental kit|Cable channels|Flat-screen TV|Alarm clock|Linens|Wake up service|TV|Upper floors accessible by elevator|WiFi access|Trash can|Blackout curtains|Charging points|Cushions|Duvet|Non-feather pillow|Bidet|Body soap|Conditioner|Air conditioning|Attached washroom|Blanket|Water bottle|Desk|Electric kettle|Fan|First aid kit|Toiletries|Room service|Dental kit|Cable channels|Flat-screen TV|Alarm clock|Linens|Wake up service|Upper floors accessible by elevator|Trash can|Air conditioning|Attached washroom|Blanket|Water bottle|Desk|Electric kettle|Fan|First aid kit|Toiletries|Room service|TV|WiFi access|Blackout curtains|Charging points|Cushions|Duvet
B-84066,RB-10435,"Keys Indulge, Double",Desk|Towels provided|Bedsheets provided|TV size measurement: inch|Shower/tub combination|Private bathroom|Free toiletries|Wheelchair accessible|Iron/ironing board|Rollaway/extra beds (surcharge)|Daily housekeeping|Fireplace|Free WiFi|Separate sitting area|Phone|Room service (24 hours)|In-room safe (laptop compatible)|LCD TV|Desk|Cable TV service|Towels provided|Free bottled water|Bedsheets provided|TV size measurement: inch|Shower/tub combination|Private bathroom|Non-Smoking|Television|Turndown service|Laptop-friendly workspace|In-room climate control (air conditioning)|Separate dining area|Refrigerator|Minibar|Wardrobe or closet|Coffee/tea maker|Free toiletries|Wheelchair accessible|Iron/ironing board|Rollaway/extra beds (surcharge)|Fireplace|Separate sitting area|Room service (24 hours)|LCD TV|Cable TV service|Free bottled water|Non-Smoking|Television|Turndown service|Laptop-friendly workspace|In-room climate control (air conditioning)|Separate dining area|Refrigerator|Minibar|Wardrobe or closet|Coffee/tea maker|Daily housekeeping|Free WiFi|Phone|In-room safe (laptop compatible)
B-79386,RB-31920,Room - 4 Bed,
B-29999,RB-21667,"Deluxe, Double or King",
B-21871,RB-90663,"Deluxe, Twin, Golf View",
B-09789,RB-23490,"Standard, 2 Bedroom",
B-53661,RB-46226,"1 Bed Room, Single Use",
B-22908,RB-92703,Deluxe Double Room,Electric kettle|Laptop-friendly workspace|TV size measurement: inch|In-room climate control (air conditioning)|Private bathroom|Wardrobe or closet|Daily housekeeping|TV size: 32|Free WiFi|Desk|Wardrobe or closet|No rollaway/extra beds|Daily housekeeping|No cribs (infant beds)|TV size: 32|Free WiFi|Desk|No rollaway/extra beds|No cribs (infant beds)|Hardwood flooring in room|Smoking and Non-Smoking|LED TV|Hardwood flooring in room|Smoking and Non-Smoking|LED TV|Digital TV service|Wireless internet access|Electric kettle|Laptop-friendly workspace|TV size measurement: inch|In-room climate control (air conditioning)|Private bathroom|Digital TV service|Wireless internet access
B-84977,RB-10057,Run of House,
B-43792,RB-23937,Deluxe,TV|WiFi access|Charging points|Clothes rack|Trash can|Wardrobe/closet|Charging points|Clothes rack|Trash can|Wardrobe/closet|Air conditioning|Attached washroom|Blanket|Water bottle|Desk|Fan|Air conditioning|Attached washroom|Blanket|Water bottle|Desk|Fan|Room service|Shower|TV|WiFi access|Room service|Shower
B-45025,RB-26601,"Deluxe, Balcony",
B-92864,RB-74774,Run of House,
B-21871,RB-76394,"Standard, Accessible, Kitchen",
B-46983,RB-32355,"Luxury, Double or Twin",
B-80929,RB-22947,"Run Of House, Double or King, View",
B-31388,RB-39976,"Suite, 1 Double or 1 King, 1 Bedroom, City View, Club Lounge Access",Lounge
B-12449,RB-80316,Loft Double Room,
B-91634,RB-71607,Run of House,
B-90476,RB-69970,Standard Room,Air conditioning|Attached washroom|Blanket|Air conditioning|Attached washroom|Blanket
B-34614,RB-03029,Suite Double Room,Desk|Charging points|Clothes rack|Air conditioning|Attached washroom|Blanket|Water bottle|Desk|Charging points|Clothes rack|Air conditioning|Attached washroom|Blanket|Water bottle
B-31904,RB-20583,Deluxe Executive,Air conditioning|Private bathroom|Shower|Towels|TV|Air conditioning|Private bathroom|Shower|Towels|TV
B-01674,RB-14688,Deluxe,Fan|Fan
B-78420,RB-09282,Deluxe,
B-84066,RB-07023,"Standard, Queen",
B-84066,RB-33149,Suite Deluxe Double Room,Desk|No rollaway/extra beds|Towels provided|Bedsheets provided|TV size measurement: inch|Shower/tub combination|Private bathroom|Free toiletries|Wheelchair accessible|Iron/ironing board|Daily housekeeping|Fireplace|Free WiFi|Separate sitting area|Phone|Room service (24 hours)|In-room safe (laptop compatible)|LCD TV|Desk|Cable TV service|No rollaway/extra beds|Free bottled water|Towels provided|Bedsheets provided|TV size measurement: inch|Shower/tub combination|Non-Smoking|Television|Turndown service|Laptop-friendly workspace|In-room climate control (air conditioning)|Separate dining area|Refrigerator|Minibar|Wardrobe or closet|Coffee/tea maker|Private bathroom|Free toiletries|Wheelchair accessible|Iron/ironing board|Fireplace|Separate sitting area|Room service (24 hours)|LCD TV|Cable TV service|Free bottled water|Non-Smoking|Television|Turndown service|Laptop-friendly workspace|In-room climate control (air conditioning)|Separate dining area|Refrigerator|Minibar|Wardrobe or closet|Coffee/tea maker|Daily housekeeping|Free WiFi|Phone|In-room safe (laptop compatible)
B-91779,RB-68189,"Standard, Single Use",
B-67705,RB-76832,Premium Suite Double Room,"In-room climate control (air conditioning)|Electrical adapters/chargers|Slippers|Down comforter|Wheelchair accessible|Cable/satellite TV service|Rollaway/extra beds (surcharge)|Separate sitting area|Alarm clock|Blackout drapes/curtains|Cable TV service|Kitchenette|Free newspaper|In-room safe (laptop compatible)|Non-Smoking|Desk|Designer toiletries|WiFi speed - 50+ Mbps|Premium TV channels|Eco-friendly cleaning products provided|Designer toiletries|Recycling|WiFi speed - 50+ Mbps|Shower grab bar height (inches) - 33|Premium TV channels|Eco-friendly cleaning products provided|Recycling|Shower grab bar height (inches) - 33|Soap|Connecting/adjoining rooms available|Doorbell/telephone notification|Toilet paper|Television|Shared accommodation|Champagne service|Hand-held showerhead|Dining table|Premium bedding|Height-adjustable showerhead|Window screens|Turndown service|In-room climate control (air conditioning)|Pillow menu|Electrical adapters/chargers|Soundproofed rooms|Blackout drapes/curtains|Change of bed sheets (on request)|Kitchenette|Laptop-friendly workspace|In-room safe (laptop compatible)|Grab bar - in shower|Desk|Shampoo|Washing machine|Egyptian-cotton sheets|Shower grab bar height (centimeters) - 84|Lever door handles|Toothbrush and toothpaste available on request|Slippers|Down comforter|Wheelchair accessible|Cable/satellite TV service|Separate dining area|Refrigerator|Minibar|Wardrobe or closet|Bathtub or shower|Free wired internet|Coffee/tea maker|Daily housekeeping|Individually decorated|Free WiFi|Rollaway/extra beds (surcharge)|Separate sitting area|Alarm clock|Cable TV service|Free newspaper|Non-Smoking|Television|Champagne service|Dining table|Height-adjustable showerhead|Change of towels (on request)|Individually furnished|Hypo-allergenic bedding available|Phone|Dial-up internet access|High-speed internet access|Furnished balcony|Restaurant dining guide|Towels provided|Highchair|Turndown service|Pillow menu|Soundproofed rooms|Change of bed sheets (on request)|Laptop-friendly workspace|Grab bar - in shower|Separate dining area|Refrigerator|Minibar|Wardrobe or closet|Bedsheets provided|Wireless internet access|TV size measurement: inch|Stovetop|Private bathroom|Bathrobes|Free toiletries|Hair dryer|TV size: 37|Iron/ironing board|Bathtub or shower|Free wired internet|Coffee/tea maker|Daily housekeeping|Individually decorated|Free WiFi|Change of towels (on request)|Individually furnished|Hypo-allergenic bedding available|Phone|Rainfall showerhead|Tempur-Pedic mattress|Dishwasher|Cookware, dishware, and utensils|Room service (24 hours)|Microwave|Free bottled water|Free cribs/infant beds|Dial-up internet access|High-speed internet access|Furnished balcony|Restaurant dining guide|Towels provided|Highchair|Bedsheets provided|Wireless internet access|TV size measurement: inch|Stovetop|Private bathroom|Bathrobes|Free toiletries|Hair dryer|TV size: 37|Iron/ironing board|Rainfall showerhead|Tempur-Pedic mattress|Dishwasher|Cookware, dishware, and utensils|Soap|Connecting/adjoining rooms available|Doorbell/telephone notification|Toilet paper|Shampoo|Washing machine|Egyptian-cotton sheets|Room service (24 hours)|Shower grab bar height (centimeters) - 84|Microwave|Lever door handles|Free bottled water|Toothbrush and toothpaste available on request|Free cribs/infant beds|Shared accommodation|Hand-held showerhead|Premium bedding|Window screens"
B-65054,RB-61504,"Executive, 2 Twin, Balcony","Local maps|Premium bedding|Connecting/adjoining rooms available|Bathtub grab bar height (inches) - 144|Transfer shower|Doorbell/telephone notification|Visual fire alarm|Lever door handles|DVD player|Closed captioned TV|Slippers|Electric kettle|Visual doorbell/knocker notification|Wheelchair-accessible bathroom vanity|Cable/satellite TV service|Window screens|In-room climate control (air conditioning)|Portable bathtub seat|Blackout drapes/curtains|Bidet|Electric kettle|Access via exterior corridors|Wheelchair-accessible bathroom vanity|Desk|Window screens|In-room climate control (air conditioning)|Portable bathtub seat|Blackout drapes/curtains|Bidet|Access via exterior corridors|Desk|Raised toilet seat height (inches) - 36|Alarm clock|Doorway wheelchair width (inches) - 240|Cable TV service|Wheelchair-width doorways|Free newspaper|Doorway wheelchair width (centimeters) - 610|Magnifying mirror|Telephone accessibility kit|Non-Smoking|Accessible vanity height (inches) - 48|Television|Accessible vanity height (centimeters) - 122|Champagne service|Hand-held showerhead|Height-adjustable showerhead|Local maps|Turndown service|Premium bedding|Grab bar - near toilet|Closed captioned TV|Raised toilet seat height (centimeters) - 91|Premium TV channels|Toilet grab bar height (inches) - 48|Bathroom emergency pull cord|Bathtub grab bar height (centimeters) - 366|Recycling|Toilet grab bar height (centimeters) - 122|Accessible bathtub|Connecting/adjoining rooms available|Bathtub grab bar height (inches) - 144|Soundproofed rooms|Change of bed sheets (on request)|Grab bar - in bathtub|Laptop-friendly workspace|Grab bar - in shower|Refrigerator|Executive level room|Wardrobe or closet|Coffee/tea maker|WiFi (surcharge)|Transfer shower|Doorbell/telephone notification|Visual fire alarm|Lever door handles|DVD player|Slippers|Visual doorbell/knocker notification|Cable/satellite TV service|Alarm clock|Cable TV service|Daily housekeeping|Change of towels (on request)|Phone|Restaurant dining guide|Towels provided|Bedsheets provided|Minibar (stocked, some free items)|Lowered electrical outlets in bathroom|Raised toilet seat|Lowered peephole/view port in door|Free newspaper|Magnifying mirror|Non-Smoking|Television|Champagne service|Height-adjustable showerhead|Turndown service|Grab bar - near toilet|Soundproofed rooms|Change of bed sheets (on request)|Lowered locks/deadbolt|Shower/tub combination|Private bathroom|Bathrobes|Free toiletries|Hair dryer|Iron/ironing board|Housekeeping on request|In-room safe|Deep soaking bathtub|Grab bar - in bathtub|Laptop-friendly workspace|Grab bar - in shower|Refrigerator|Executive level room|Wardrobe or closet|Coffee/tea maker|WiFi (surcharge)|Daily housekeeping|Change of towels (on request)|Room service (24 hours)|Free bottled water|Balcony or patio|Phone|Restaurant dining guide|Towels provided|Bedsheets provided|Minibar (stocked, some free items)|Lowered electrical outlets in bathroom|Raised toilet seat|Lowered peephole/view port in door|Lowered locks/deadbolt|Shower/tub combination|Private bathroom|Bathrobes|Free toiletries|Hair dryer|Iron/ironing board|Housekeeping on request|In-room safe|Deep soaking bathtub|Room service (24 hours)|Free bottled water|Raised toilet seat height (inches) - 36|Raised toilet seat height (centimeters) - 91|Premium TV channels|Toilet grab bar height (inches) - 48|Energy-saving switches|Bathroom emergency pull cord|Bathtub grab bar height (centimeters) - 366|Balcony or patio|Recycling|Doorway wheelchair width (inches) - 240|Toilet grab bar height (centimeters) - 122|Wheelchair-width doorways|Accessible bathtub|Doorway wheelchair width (centimeters) - 610|Telephone accessibility kit|Accessible vanity height (inches) - 48|Accessible vanity height (centimeters) - 122|Hand-held showerhead"
B-41325,RB-15402,Club Double Room,Phone|Desk|Towels provided|Bedsheets provided|LED TV|Shower only|TV size measurement: inch|Slippers|Private bathroom|Bathrobes|Daily housekeeping|Free toiletries|Free WiFi|Hair dryer|Bidet|Air conditioning|Phone|TV size: 32|Desk|Rollaway/extra beds (surcharge)|Towels provided|In-room safe|Bedsheets provided|LED TV|Shower only|TV size measurement: inch|Non-Smoking|Television|Electric kettle|Satellite TV service|Iron/ironing board (on request)|Soundproofed rooms|Room service|In-room climate control (air conditioning)|Blackout drapes/curtains|Coffee/tea maker|Free bottled water|Room and bed type depend on availability check-in|Slippers|Private bathroom|Bathrobes|Free toiletries|Hair dryer|Air conditioning|TV size: 32|Rollaway/extra beds (surcharge)|In-room safe|Free bottled water|Room and bed type depend on availability check-in|Non-Smoking|Television|Electric kettle|Satellite TV service|Iron/ironing board (on request)|Soundproofed rooms|Room service|In-room climate control (air conditioning)|Blackout drapes/curtains|Coffee/tea maker|Daily housekeeping|Free WiFi|Bidet
B-77558,RB-40251,Run of House,
B-29268,RB-00168,"Executive, Double or King",
B-52182,RB-85312,"Duke, King",
B-44986,RB-84155,"Royal, King",
B-77965,RB-63796,Standard Room,Water bottle|Fan|Charging points|Clothes rack|Housekeeping|Mirror|Trash can|Attached washroom|Blanket|Water bottle|Fan|Charging points|Clothes rack|Housekeeping|Mirror|Trash can|Attached washroom|Blanket
B-52787,RB-83149,Run of House,
B-08319,RB-09967,Villa,Attached washroom|Blanket|Fan|WiFi access|Iron|Attached washroom|Blanket|Fan|WiFi access|Iron
B-08998,RB-90053,Club,Water bottle|Trash can|Fridge|TV|Accessible by elevator|Air conditioning|Attached washroom|Water bottle|Trash can|Fridge|TV|Accessible by elevator|Air conditioning|Attached washroom
B-29999,RB-63564,"Premier, Double or King",
B-48621,RB-85517,Executive Double Room,
B-67890,RB-13171,"Executive, Double or King, City View",
B-26782,RB-46585,"Deluxe, 1 Double",
B-97615,RB-53112,Run of House,
B-28206,RB-10211,Deluxe Double Room,Non-Smoking|Television|Soap|Toilet paper|Shampoo|Iron/ironing board (on request)|TV size measurement: inch|In-room climate control (air conditioning)|Private bathroom|Wardrobe or closet|Wardrobe or closet|Free toiletries|Free toiletries|Ceiling fan|Ceiling fan|Daily housekeeping|Daily housekeeping|Rollaway/extra beds (free)|Rollaway/extra beds (free)|TV size: 32|TV size: 32|Flat-panel TV|Flat-panel TV|Cable TV service|Cable TV service|Free bottled water|Free bottled water|No cribs (infant beds)|Towels provided|Non-Smoking|Television|Soap|Toilet paper|Shampoo|Iron/ironing board (on request)|TV size measurement: inch|In-room climate control (air conditioning)|Private bathroom|No cribs (infant beds)|Room service (limited hours)|Room service (limited hours)|Towels provided
